"cnty_fips","display_name","Value","theme_range"
48371,"""Pecos, (TX)""",34.6,"32.8 - 35.7 (637)"
48373,"""Polk, (TX)""",41.5,"38.3 - 41.8 (622)"
48377,"""Presidio, (TX)""",43.1,"41.9 - 56.9 (624)"
48383,"""Reagan, (TX)""",34.2,"32.8 - 35.7 (637)"
48385,"""Real, (TX)""",44.7,"41.9 - 56.9 (624)"
48389,"""Reeves, (TX)""",32.7,"18.7 - 32.7 (646)"
48391,"""Refugio, (TX)""",40.4,"38.3 - 41.8 (622)"
48395,"""Robertson, (TX)""",40.6,"38.3 - 41.8 (622)"
48399,"""Runnels, (TX)""",39.7,"38.3 - 41.8 (622)"
48403,"""Sabine, (TX)""",47,"41.9 - 56.9 (624)"
48405,"""San Augustine, (TX)""",46.9,"41.9 - 56.9 (624)"
48407,"""San Jacinto, (TX)""",43.4,"41.9 - 56.9 (624)"
48409,"""San Patricio, (TX)""",34.9,"32.8 - 35.7 (637)"
48411,"""San Saba, (TX)""",40.4,"38.3 - 41.8 (622)"
48413,"""Schleicher, (TX)""",35.3,"32.8 - 35.7 (637)"
48419,"""Shelby, (TX)""",41.2,"38.3 - 41.8 (622)"
48427,"""Starr, (TX)""",36.2,"35.8 - 38.2 (613)"
48431,"""Sterling, (TX)""",37.1,"35.8 - 38.2 (613)"
48435,"""Sutton, (TX)""",35.6,"32.8 - 35.7 (637)"
48443,"""Terrell, (TX)""",44,"41.9 - 56.9 (624)"
48451,"""Tom Green, (TX)""",32.3,"18.7 - 32.7 (646)"
48453,"""Travis, (TX)""",25.2,"18.7 - 32.7 (646)"
48455,"""Trinity, (TX)""",45.8,"41.9 - 56.9 (624)"
48457,"""Tyler, (TX)""",40,"38.3 - 41.8 (622)"
48461,"""Upton, (TX)""",35.8,"35.8 - 38.2 (613)"
48463,"""Uvalde, (TX)""",36.1,"35.8 - 38.2 (613)"
48465,"""Val Verde, (TX)""",34.7,"32.8 - 35.7 (637)"
48469,"""Victoria, (TX)""",37,"35.8 - 38.2 (613)"
48471,"""Walker, (TX)""",35.2,"32.8 - 35.7 (637)"
48473,"""Waller, (TX)""",33.9,"32.8 - 35.7 (637)"
48475,"""Ward, (TX)""",34.9,"32.8 - 35.7 (637)"
48477,"""Washington, (TX)""",39.9,"38.3 - 41.8 (622)"
48479,"""Webb, (TX)""",33,"32.8 - 35.7 (637)"
48481,"""Wharton, (TX)""",38.8,"38.3 - 41.8 (622)"
48489,"""Willacy, (TX)""",36.6,"35.8 - 38.2 (613)"
48491,"""Williamson, (TX)""",30.2,"18.7 - 32.7 (646)"
48493,"""Wilson, (TX)""",35.6,"32.8 - 35.7 (637)"
48495,"""Winkler, (TX)""",35,"32.8 - 35.7 (637)"
48505,"""Zapata, (TX)""",36.6,"35.8 - 38.2 (613)"
48507,"""Zavala, (TX)""",38.5,"38.3 - 41.8 (622)"
05007,"""Benton, (AR)""",30.7,"18.7 - 32.7 (646)"
05033,"""Crawford, (AR)""",39.1,"38.3 - 41.8 (622)"
05047,"""Franklin, (AR)""",41.8,"38.3 - 41.8 (622)"
05057,"""Hempstead, (AR)""",45.5,"41.9 - 56.9 (624)"
05061,"""Howard, (AR)""",44.2,"41.9 - 56.9 (624)"
05081,"""Little River, (AR)""",44.3,"41.9 - 56.9 (624)"
05083,"""Logan, (AR)""",41.2,"38.3 - 41.8 (622)"
05087,"""Madison, (AR)""",42.7,"41.9 - 56.9 (624)"
05091,"""Miller, (AR)""",41.9,"41.9 - 56.9 (624)"
05113,"""Polk, (AR)""",44.4,"41.9 - 56.9 (624)"
05127,"""Scott, (AR)""",43.2,"41.9 - 56.9 (624)"
05131,"""Sebastian, (AR)""",38.7,"38.3 - 41.8 (622)"
05133,"""Sevier, (AR)""",40.3,"38.3 - 41.8 (622)"
05143,"""Washington, (AR)""",32.9,"32.8 - 35.7 (637)"
08001,"""Adams, (CO)""",25.2,"18.7 - 32.7 (646)"
08003,"""Alamosa, (CO)""",26.8,"18.7 - 32.7 (646)"
08005,"""Arapahoe, (CO)""",26.5,"18.7 - 32.7 (646)"
08009,"""Baca, (CO)""",36.6,"35.8 - 38.2 (613)"
08011,"""Bent, (CO)""",33.3,"32.8 - 35.7 (637)"
08013,"""Boulder, (CO)""",21.7,"18.7 - 32.7 (646)"
08014,"""Broomfield, (CO)""",23.3,"18.7 - 32.7 (646)"
08015,"""Chaffee, (CO)""",32.5,"18.7 - 32.7 (646)"
08017,"""Cheyenne, (CO)""",32.3,"18.7 - 32.7 (646)"
08019,"""Clear Creek, (CO)""",29.6,"18.7 - 32.7 (646)"
08021,"""Conejos, (CO)""",33.2,"32.8 - 35.7 (637)"
08023,"""Costilla, (CO)""",39.5,"38.3 - 41.8 (622)"
08025,"""Crowley, (CO)""",30.9,"18.7 - 32.7 (646)"
08027,"""Custer, (CO)""",36.6,"35.8 - 38.2 (613)"
08031,"""Denver, (CO)""",24.3,"18.7 - 32.7 (646)"
08035,"""Douglas, (CO)""",23.8,"18.7 - 32.7 (646)"
08037,"""Eagle, (CO)""",23.7,"18.7 - 32.7 (646)"
08039,"""Elbert, (CO)""",28.9,"18.7 - 32.7 (646)"
08041,"""El Paso, (CO)""",25.6,"18.7 - 32.7 (646)"
08043,"""Fremont, (CO)""",32.9,"32.8 - 35.7 (637)"
08047,"""Gilpin, (CO)""",28.6,"18.7 - 32.7 (646)"
08049,"""Grand, (CO)""",28.6,"18.7 - 32.7 (646)"
08055,"""Huerfano, (CO)""",37.7,"35.8 - 38.2 (613)"
08057,"""Jackson, (CO)""",34,"32.8 - 35.7 (637)"
08059,"""Jefferson, (CO)""",26.1,"18.7 - 32.7 (646)"
08061,"""Kiowa, (CO)""",34.8,"32.8 - 35.7 (637)"
08063,"""Kit Carson, (CO)""",32.6,"18.7 - 32.7 (646)"
08065,"""Lake, (CO)""",27,"18.7 - 32.7 (646)"
08069,"""Larimer, (CO)""",24.8,"18.7 - 32.7 (646)"
08071,"""Las Animas, (CO)""",35,"32.8 - 35.7 (637)"
08073,"""Lincoln, (CO)""",31.5,"18.7 - 32.7 (646)"
08075,"""Logan, (CO)""",30.1,"18.7 - 32.7 (646)"
08087,"""Morgan, (CO)""",29.5,"18.7 - 32.7 (646)"
08089,"""Otero, (CO)""",34.7,"32.8 - 35.7 (637)"
08093,"""Park, (CO)""",31.4,"18.7 - 32.7 (646)"
08095,"""Phillips, (CO)""",32.3,"18.7 - 32.7 (646)"
08099,"""Prowers, (CO)""",32.8,"32.8 - 35.7 (637)"
08101,"""Pueblo, (CO)""",32.2,"18.7 - 32.7 (646)"
08105,"""Rio Grande, (CO)""",32.2,"18.7 - 32.7 (646)"
08109,"""Saguache, (CO)""",37,"35.8 - 38.2 (613)"
08115,"""Sedgwick, (CO)""",35,"32.8 - 35.7 (637)"
08117,"""Summit, (CO)""",24.7,"18.7 - 32.7 (646)"
08119,"""Teller, (CO)""",30.7,"18.7 - 32.7 (646)"
08121,"""Washington, (CO)""",32.2,"18.7 - 32.7 (646)"
08123,"""Weld, (CO)""",27.5,"18.7 - 32.7 (646)"
08125,"""Yuma, (CO)""",31.5,"18.7 - 32.7 (646)"
19001,"""Adair, (IA)""",36.7,"35.8 - 38.2 (613)"
19003,"""Adams, (IA)""",36.7,"35.8 - 38.2 (613)"
19009,"""Audubon, (IA)""",38.4,"38.3 - 41.8 (622)"
19015,"""Boone, (IA)""",33.9,"32.8 - 35.7 (637)"
19021,"""Buena Vista, (IA)""",33.4,"32.8 - 35.7 (637)"
19025,"""Calhoun, (IA)""",37.1,"35.8 - 38.2 (613)"
19027,"""Carroll, (IA)""",34.7,"32.8 - 35.7 (637)"
19029,"""Cass, (IA)""",37.9,"35.8 - 38.2 (613)"
19035,"""Cherokee, (IA)""",38.2,"35.8 - 38.2 (613)"
19039,"""Clarke, (IA)""",35.7,"32.8 - 35.7 (637)"
19041,"""Clay, (IA)""",34.9,"32.8 - 35.7 (637)"
19047,"""Crawford, (IA)""",34.8,"32.8 - 35.7 (637)"
19049,"""Dallas, (IA)""",26.5,"18.7 - 32.7 (646)"
19053,"""Decatur, (IA)""",35.2,"32.8 - 35.7 (637)"
19059,"""Dickinson, (IA)""",35.9,"35.8 - 38.2 (613)"
19063,"""Emmet, (IA)""",36.4,"35.8 - 38.2 (613)"
19071,"""Fremont, (IA)""",36.8,"35.8 - 38.2 (613)"
19073,"""Greene, (IA)""",36,"35.8 - 38.2 (613)"
19077,"""Guthrie, (IA)""",36.8,"35.8 - 38.2 (613)"
19079,"""Hamilton, (IA)""",34.7,"32.8 - 35.7 (637)"
19081,"""Hancock, (IA)""",35.5,"32.8 - 35.7 (637)"
19085,"""Harrison, (IA)""",37.2,"35.8 - 38.2 (613)"
19091,"""Humboldt, (IA)""",35.8,"35.8 - 38.2 (613)"
19093,"""Ida, (IA)""",36.4,"35.8 - 38.2 (613)"
19109,"""Kossuth, (IA)""",36,"35.8 - 38.2 (613)"
19119,"""Lyon, (IA)""",32.6,"18.7 - 32.7 (646)"
19121,"""Madison, (IA)""",32.7,"18.7 - 32.7 (646)"
19129,"""Mills, (IA)""",33.9,"32.8 - 35.7 (637)"
19133,"""Monona, (IA)""",39,"38.3 - 41.8 (622)"
19137,"""Montgomery, (IA)""",38.4,"38.3 - 41.8 (622)"
19141,"""O'Brien, (IA)""",35.6,"32.8 - 35.7 (637)"
19143,"""Osceola, (IA)""",37,"35.8 - 38.2 (613)"
19145,"""Page, (IA)""",35.7,"32.8 - 35.7 (637)"
19147,"""Palo Alto, (IA)""",34.9,"32.8 - 35.7 (637)"
19149,"""Plymouth, (IA)""",33.6,"32.8 - 35.7 (637)"
19151,"""Pocahontas, (IA)""",39,"38.3 - 41.8 (622)"
19155,"""Pottawattamie, (IA)""",34.2,"32.8 - 35.7 (637)"
19159,"""Ringgold, (IA)""",36.6,"35.8 - 38.2 (613)"
19161,"""Sac, (IA)""",35.9,"35.8 - 38.2 (613)"
19165,"""Shelby, (IA)""",35.5,"32.8 - 35.7 (637)"
19167,"""Sioux, (IA)""",28.6,"18.7 - 32.7 (646)"
19173,"""Taylor, (IA)""",36.8,"35.8 - 38.2 (613)"
19175,"""Union, (IA)""",34.6,"32.8 - 35.7 (637)"
19187,"""Webster, (IA)""",34.8,"32.8 - 35.7 (637)"
19189,"""Winnebago, (IA)""",35.1,"32.8 - 35.7 (637)"
19193,"""Woodbury, (IA)""",30.5,"18.7 - 32.7 (646)"
19197,"""Wright, (IA)""",37.3,"35.8 - 38.2 (613)"
20001,"""Allen, (KS)""",39.4,"38.3 - 41.8 (622)"
20003,"""Anderson, (KS)""",39.9,"38.3 - 41.8 (622)"
20005,"""Atchison, (KS)""",36.6,"35.8 - 38.2 (613)"
20007,"""Barber, (KS)""",39.4,"38.3 - 41.8 (622)"
20009,"""Barton, (KS)""",39.3,"38.3 - 41.8 (622)"
20011,"""Bourbon, (KS)""",37.6,"35.8 - 38.2 (613)"
20013,"""Brown, (KS)""",39,"38.3 - 41.8 (622)"
20015,"""Butler, (KS)""",36.7,"35.8 - 38.2 (613)"
20017,"""Chase, (KS)""",39.8,"38.3 - 41.8 (622)"
20019,"""Chautauqua, (KS)""",43.2,"41.9 - 56.9 (624)"
20021,"""Cherokee, (KS)""",40.2,"38.3 - 41.8 (622)"
20023,"""Cheyenne, (KS)""",40.8,"38.3 - 41.8 (622)"
20025,"""Clark, (KS)""",37.9,"35.8 - 38.2 (613)"
20027,"""Clay, (KS)""",40.2,"38.3 - 41.8 (622)"
20029,"""Cloud, (KS)""",37.7,"35.8 - 38.2 (613)"
20031,"""Coffey, (KS)""",40.2,"38.3 - 41.8 (622)"
20033,"""Comanche, (KS)""",40.4,"38.3 - 41.8 (622)"
20035,"""Cowley, (KS)""",36.5,"35.8 - 38.2 (613)"
20037,"""Crawford, (KS)""",33.7,"32.8 - 35.7 (637)"
20039,"""Decatur, (KS)""",43.8,"41.9 - 56.9 (624)"
20041,"""Dickinson, (KS)""",37.5,"35.8 - 38.2 (613)"
20043,"""Doniphan, (KS)""",36.2,"35.8 - 38.2 (613)"
20045,"""Douglas, (KS)""",25.4,"18.7 - 32.7 (646)"
20047,"""Edwards, (KS)""",40.3,"38.3 - 41.8 (622)"
20049,"""Elk, (KS)""",45.6,"41.9 - 56.9 (624)"
20051,"""Ellis, (KS)""",30.3,"18.7 - 32.7 (646)"
20053,"""Ellsworth, (KS)""",39.5,"38.3 - 41.8 (622)"
20055,"""Finney, (KS)""",31.9,"18.7 - 32.7 (646)"
20057,"""Ford, (KS)""",32.8,"32.8 - 35.7 (637)"
20059,"""Franklin, (KS)""",33.3,"32.8 - 35.7 (637)"
20061,"""Geary, (KS)""",29.1,"18.7 - 32.7 (646)"
20063,"""Gove, (KS)""",39.9,"38.3 - 41.8 (622)"
20065,"""Graham, (KS)""",41.3,"38.3 - 41.8 (622)"
20067,"""Grant, (KS)""",33.5,"32.8 - 35.7 (637)"
20069,"""Gray, (KS)""",34.5,"32.8 - 35.7 (637)"
20071,"""Greeley, (KS)""",38.6,"38.3 - 41.8 (622)"
20073,"""Greenwood, (KS)""",41.2,"38.3 - 41.8 (622)"
20075,"""Hamilton, (KS)""",35.7,"32.8 - 35.7 (637)"
20077,"""Harper, (KS)""",39,"38.3 - 41.8 (622)"
20079,"""Harvey, (KS)""",34.9,"32.8 - 35.7 (637)"
20081,"""Haskell, (KS)""",35.1,"32.8 - 35.7 (637)"
20083,"""Hodgeman, (KS)""",38.7,"38.3 - 41.8 (622)"
20085,"""Jackson, (KS)""",38.4,"38.3 - 41.8 (622)"
20087,"""Jefferson, (KS)""",37.1,"35.8 - 38.2 (613)"
20089,"""Jewell, (KS)""",46.3,"41.9 - 56.9 (624)"
20091,"""Johnson, (KS)""",27.5,"18.7 - 32.7 (646)"
20093,"""Kearny, (KS)""",34.3,"32.8 - 35.7 (637)"
20095,"""Kingman, (KS)""",38.7,"38.3 - 41.8 (622)"
20097,"""Kiowa, (KS)""",36.4,"35.8 - 38.2 (613)"
20099,"""Labette, (KS)""",41.9,"41.9 - 56.9 (624)"
20101,"""Lane, (KS)""",40.6,"38.3 - 41.8 (622)"
20103,"""Leavenworth, (KS)""",33.5,"32.8 - 35.7 (637)"
20105,"""Lincoln, (KS)""",40.6,"38.3 - 41.8 (622)"
20107,"""Linn, (KS)""",41.1,"38.3 - 41.8 (622)"
20109,"""Logan, (KS)""",36.2,"35.8 - 38.2 (613)"
20111,"""Lyon, (KS)""",32.7,"18.7 - 32.7 (646)"
20113,"""McPherson, (KS)""",34.5,"32.8 - 35.7 (637)"
20115,"""Marion, (KS)""",38.7,"38.3 - 41.8 (622)"
20117,"""Marshall, (KS)""",36.7,"35.8 - 38.2 (613)"
20119,"""Meade, (KS)""",37.1,"35.8 - 38.2 (613)"
20121,"""Miami, (KS)""",32.9,"32.8 - 35.7 (637)"
20123,"""Mitchell, (KS)""",39.5,"38.3 - 41.8 (622)"
20125,"""Montgomery, (KS)""",40.8,"38.3 - 41.8 (622)"
20127,"""Morris, (KS)""",41.3,"38.3 - 41.8 (622)"
20129,"""Morton, (KS)""",38.6,"38.3 - 41.8 (622)"
20131,"""Nemaha, (KS)""",36.6,"35.8 - 38.2 (613)"
20133,"""Neosho, (KS)""",40.8,"38.3 - 41.8 (622)"
20135,"""Ness, (KS)""",41.5,"38.3 - 41.8 (622)"
20137,"""Norton, (KS)""",37.4,"35.8 - 38.2 (613)"
20139,"""Osage, (KS)""",38.8,"38.3 - 41.8 (622)"
20141,"""Osborne, (KS)""",41.5,"38.3 - 41.8 (622)"
20143,"""Ottawa, (KS)""",37.1,"35.8 - 38.2 (613)"
20145,"""Pawnee, (KS)""",38.6,"38.3 - 41.8 (622)"
20147,"""Phillips, (KS)""",38.7,"38.3 - 41.8 (622)"
20149,"""Pottawatomie, (KS)""",31.6,"18.7 - 32.7 (646)"
20151,"""Pratt, (KS)""",37.5,"35.8 - 38.2 (613)"
20153,"""Rawlins, (KS)""",40.7,"38.3 - 41.8 (622)"
20155,"""Reno, (KS)""",36.3,"35.8 - 38.2 (613)"
20157,"""Republic, (KS)""",41.8,"38.3 - 41.8 (622)"
20159,"""Rice, (KS)""",36.6,"35.8 - 38.2 (613)"
20161,"""Riley, (KS)""",23.7,"18.7 - 32.7 (646)"
20163,"""Rooks, (KS)""",37.9,"35.8 - 38.2 (613)"
20165,"""Rush, (KS)""",41.4,"38.3 - 41.8 (622)"
20167,"""Russell, (KS)""",39.9,"38.3 - 41.8 (622)"
20169,"""Saline, (KS)""",34.4,"32.8 - 35.7 (637)"
20171,"""Scott, (KS)""",35.2,"32.8 - 35.7 (637)"
20173,"""Sedgwick, (KS)""",34.5,"32.8 - 35.7 (637)"
20175,"""Seward, (KS)""",33,"32.8 - 35.7 (637)"
20177,"""Shawnee, (KS)""",36.6,"35.8 - 38.2 (613)"
20179,"""Sheridan, (KS)""",39.6,"38.3 - 41.8 (622)"
20181,"""Sherman, (KS)""",38,"35.8 - 38.2 (613)"
20183,"""Smith, (KS)""",42.1,"41.9 - 56.9 (624)"
20185,"""Stafford, (KS)""",39.4,"38.3 - 41.8 (622)"
20187,"""Stanton, (KS)""",36.4,"35.8 - 38.2 (613)"
20189,"""Stevens, (KS)""",36.7,"35.8 - 38.2 (613)"
20191,"""Sumner, (KS)""",36.9,"35.8 - 38.2 (613)"
20193,"""Thomas, (KS)""",33.8,"32.8 - 35.7 (637)"
20195,"""Trego, (KS)""",38.5,"38.3 - 41.8 (622)"
20197,"""Wabaunsee, (KS)""",37.6,"35.8 - 38.2 (613)"
20199,"""Wallace, (KS)""",38.3,"38.3 - 41.8 (622)"
20201,"""Washington, (KS)""",39,"38.3 - 41.8 (622)"
20203,"""Wichita, (KS)""",35.5,"32.8 - 35.7 (637)"
20205,"""Wilson, (KS)""",40.8,"38.3 - 41.8 (622)"
20207,"""Woodson, (KS)""",41.9,"41.9 - 56.9 (624)"
20209,"""Wyandotte, (KS)""",38,"35.8 - 38.2 (613)"
22017,"""Caddo, (LA)""",43.6,"41.9 - 56.9 (624)"
27013,"""Blue Earth, (MN)""",23.2,"18.7 - 32.7 (646)"
27015,"""Brown, (MN)""",30.9,"18.7 - 32.7 (646)"
27033,"""Cottonwood, (MN)""",33.9,"32.8 - 35.7 (637)"
27043,"""Faribault, (MN)""",32.3,"18.7 - 32.7 (646)"
27063,"""Jackson, (MN)""",32.2,"18.7 - 32.7 (646)"
27079,"""Le Sueur, (MN)""",28.6,"18.7 - 32.7 (646)"
27081,"""Lincoln, (MN)""",33.7,"32.8 - 35.7 (637)"
27083,"""Lyon, (MN)""",27.9,"18.7 - 32.7 (646)"
27091,"""Martin, (MN)""",34.3,"32.8 - 35.7 (637)"
27101,"""Murray, (MN)""",34,"32.8 - 35.7 (637)"
27103,"""Nicollet, (MN)""",25.3,"18.7 - 32.7 (646)"
27105,"""Nobles, (MN)""",30.8,"18.7 - 32.7 (646)"
27117,"""Pipestone, (MN)""",33.9,"32.8 - 35.7 (637)"
27127,"""Redwood, (MN)""",33.9,"32.8 - 35.7 (637)"
27133,"""Rock, (MN)""",30.1,"18.7 - 32.7 (646)"
27143,"""Sibley, (MN)""",30.6,"18.7 - 32.7 (646)"
27165,"""Watonwan, (MN)""",33.4,"32.8 - 35.7 (637)"
29003,"""Andrew, (MO)""",34.5,"32.8 - 35.7 (637)"
29005,"""Atchison, (MO)""",37,"35.8 - 38.2 (613)"
29009,"""Barry, (MO)""",37.5,"35.8 - 38.2 (613)"
29011,"""Barton, (MO)""",37.4,"35.8 - 38.2 (613)"
29013,"""Bates, (MO)""",36.8,"35.8 - 38.2 (613)"
29021,"""Buchanan, (MO)""",32.4,"18.7 - 32.7 (646)"
29025,"""Caldwell, (MO)""",37.2,"35.8 - 38.2 (613)"
29037,"""Cass, (MO)""",32.9,"32.8 - 35.7 (637)"
29039,"""Cedar, (MO)""",39.8,"38.3 - 41.8 (622)"
29047,"""Clay, (MO)""",30.8,"18.7 - 32.7 (646)"
29049,"""Clinton, (MO)""",33.8,"32.8 - 35.7 (637)"
29057,"""Dade, (MO)""",40.4,"38.3 - 41.8 (622)"
29061,"""Daviess, (MO)""",37.1,"35.8 - 38.2 (613)"
29063,"""DeKalb, (MO)""",35.5,"32.8 - 35.7 (637)"
29075,"""Gentry, (MO)""",36.3,"35.8 - 38.2 (613)"
29081,"""Harrison, (MO)""",38.4,"38.3 - 41.8 (622)"
29083,"""Henry, (MO)""",38.9,"38.3 - 41.8 (622)"
29087,"""Holt, (MO)""",38.7,"38.3 - 41.8 (622)"
29095,"""Jackson, (MO)""",32.2,"18.7 - 32.7 (646)"
29097,"""Jasper, (MO)""",33.4,"32.8 - 35.7 (637)"
29101,"""Johnson, (MO)""",27.5,"18.7 - 32.7 (646)"
29107,"""Lafayette, (MO)""",34.9,"32.8 - 35.7 (637)"
29109,"""Lawrence, (MO)""",36.2,"35.8 - 38.2 (613)"
29119,"""McDonald, (MO)""",36,"35.8 - 38.2 (613)"
29145,"""Newton, (MO)""",34.9,"32.8 - 35.7 (637)"
29147,"""Nodaway, (MO)""",27.9,"18.7 - 32.7 (646)"
29165,"""Platte, (MO)""",28,"18.7 - 32.7 (646)"
29177,"""Ray, (MO)""",35.4,"32.8 - 35.7 (637)"
29185,"""St. Clair, (MO)""",41.9,"41.9 - 56.9 (624)"
29217,"""Vernon, (MO)""",36.4,"35.8 - 38.2 (613)"
29227,"""Worth, (MO)""",39.5,"38.3 - 41.8 (622)"
31001,"""Adams, (NE)""",31.9,"18.7 - 32.7 (646)"
31003,"""Antelope, (NE)""",37.3,"35.8 - 38.2 (613)"
31005,"""Arthur, (NE)""",33.7,"32.8 - 35.7 (637)"
31007,"""Banner, (NE)""",36.1,"35.8 - 38.2 (613)"
31009,"""Blaine, (NE)""",34.5,"32.8 - 35.7 (637)"
31011,"""Boone, (NE)""",35.5,"32.8 - 35.7 (637)"
31013,"""Box Butte, (NE)""",33.4,"32.8 - 35.7 (637)"
31015,"""Boyd, (NE)""",39.4,"38.3 - 41.8 (622)"
31017,"""Brown, (NE)""",38.7,"38.3 - 41.8 (622)"
31019,"""Buffalo, (NE)""",27.5,"18.7 - 32.7 (646)"
31021,"""Burt, (NE)""",36.9,"35.8 - 38.2 (613)"
31023,"""Butler, (NE)""",34.4,"32.8 - 35.7 (637)"
31025,"""Cass, (NE)""",33.4,"32.8 - 35.7 (637)"
31027,"""Cedar, (NE)""",35.2,"32.8 - 35.7 (637)"
31029,"""Chase, (NE)""",33.8,"32.8 - 35.7 (637)"
31031,"""Cherry, (NE)""",37,"35.8 - 38.2 (613)"
31033,"""Cheyenne, (NE)""",32.4,"18.7 - 32.7 (646)"
31035,"""Clay, (NE)""",34.2,"32.8 - 35.7 (637)"
31037,"""Colfax, (NE)""",31.3,"18.7 - 32.7 (646)"
31039,"""Cuming, (NE)""",34.5,"32.8 - 35.7 (637)"
31041,"""Custer, (NE)""",35,"32.8 - 35.7 (637)"
31043,"""Dakota, (NE)""",33.5,"32.8 - 35.7 (637)"
31045,"""Dawes, (NE)""",27.6,"18.7 - 32.7 (646)"
31047,"""Dawson, (NE)""",33.1,"32.8 - 35.7 (637)"
31049,"""Deuel, (NE)""",38.5,"38.3 - 41.8 (622)"
31051,"""Dixon, (NE)""",34,"32.8 - 35.7 (637)"
31053,"""Dodge, (NE)""",32.8,"32.8 - 35.7 (637)"
31055,"""Douglas, (NE)""",30.5,"18.7 - 32.7 (646)"
31057,"""Dundy, (NE)""",37.9,"35.8 - 38.2 (613)"
31059,"""Fillmore, (NE)""",35.6,"32.8 - 35.7 (637)"
31061,"""Franklin, (NE)""",38.4,"38.3 - 41.8 (622)"
31063,"""Frontier, (NE)""",34.1,"32.8 - 35.7 (637)"
31065,"""Furnas, (NE)""",37.3,"35.8 - 38.2 (613)"
31067,"""Gage, (NE)""",36.4,"35.8 - 38.2 (613)"
31069,"""Garden, (NE)""",38.6,"38.3 - 41.8 (622)"
31071,"""Garfield, (NE)""",37.5,"35.8 - 38.2 (613)"
31073,"""Gosper, (NE)""",35.5,"32.8 - 35.7 (637)"
31075,"""Grant, (NE)""",38.3,"38.3 - 41.8 (622)"
31077,"""Greeley, (NE)""",36.5,"35.8 - 38.2 (613)"
31079,"""Hall, (NE)""",32,"18.7 - 32.7 (646)"
31081,"""Hamilton, (NE)""",34,"32.8 - 35.7 (637)"
31083,"""Harlan, (NE)""",37.8,"35.8 - 38.2 (613)"
31085,"""Hayes, (NE)""",39.3,"38.3 - 41.8 (622)"
31087,"""Hitchcock, (NE)""",39.4,"38.3 - 41.8 (622)"
31089,"""Holt, (NE)""",34.1,"32.8 - 35.7 (637)"
31091,"""Hooker, (NE)""",38.9,"38.3 - 41.8 (622)"
31093,"""Howard, (NE)""",35.7,"32.8 - 35.7 (637)"
31095,"""Jefferson, (NE)""",36.4,"35.8 - 38.2 (613)"
31097,"""Johnson, (NE)""",34.7,"32.8 - 35.7 (637)"
31099,"""Kearney, (NE)""",32.8,"32.8 - 35.7 (637)"
31101,"""Keith, (NE)""",38.3,"38.3 - 41.8 (622)"
31103,"""Keya Paha, (NE)""",38.2,"35.8 - 38.2 (613)"
31105,"""Kimball, (NE)""",38.9,"38.3 - 41.8 (622)"
31107,"""Knox, (NE)""",40.4,"38.3 - 41.8 (622)"
31109,"""Lancaster, (NE)""",25.8,"18.7 - 32.7 (646)"
31111,"""Lincoln, (NE)""",33.2,"32.8 - 35.7 (637)"
31113,"""Logan, (NE)""",36.4,"35.8 - 38.2 (613)"
31115,"""Loup, (NE)""",38.3,"38.3 - 41.8 (622)"
31117,"""McPherson, (NE)""",37.2,"35.8 - 38.2 (613)"
31119,"""Madison, (NE)""",32.7,"18.7 - 32.7 (646)"
31121,"""Merrick, (NE)""",34.6,"32.8 - 35.7 (637)"
31123,"""Morrill, (NE)""",35.8,"35.8 - 38.2 (613)"
31125,"""Nance, (NE)""",36.1,"35.8 - 38.2 (613)"
31127,"""Nemaha, (NE)""",31.7,"18.7 - 32.7 (646)"
31129,"""Nuckolls, (NE)""",39.8,"38.3 - 41.8 (622)"
31131,"""Otoe, (NE)""",34.4,"32.8 - 35.7 (637)"
31133,"""Pawnee, (NE)""",40.2,"38.3 - 41.8 (622)"
31135,"""Perkins, (NE)""",34.2,"32.8 - 35.7 (637)"
31137,"""Phelps, (NE)""",33,"32.8 - 35.7 (637)"
31139,"""Pierce, (NE)""",33,"32.8 - 35.7 (637)"
31141,"""Platte, (NE)""",32.1,"18.7 - 32.7 (646)"
31143,"""Polk, (NE)""",36.1,"35.8 - 38.2 (613)"
31145,"""Red Willow, (NE)""",35.7,"32.8 - 35.7 (637)"
31147,"""Richardson, (NE)""",36.9,"35.8 - 38.2 (613)"
31149,"""Rock, (NE)""",37.5,"35.8 - 38.2 (613)"
31151,"""Saline, (NE)""",31.5,"18.7 - 32.7 (646)"
31153,"""Sarpy, (NE)""",29.4,"18.7 - 32.7 (646)"
31155,"""Saunders, (NE)""",33.1,"32.8 - 35.7 (637)"
31157,"""Scotts Bluff, (NE)""",34.6,"32.8 - 35.7 (637)"
31159,"""Seward, (NE)""",30.8,"18.7 - 32.7 (646)"
31161,"""Sheridan, (NE)""",36.2,"35.8 - 38.2 (613)"
31163,"""Sherman, (NE)""",38.7,"38.3 - 41.8 (622)"
31165,"""Sioux, (NE)""",39.5,"38.3 - 41.8 (622)"
31167,"""Stanton, (NE)""",34,"32.8 - 35.7 (637)"
31169,"""Thayer, (NE)""",38.1,"35.8 - 38.2 (613)"
31171,"""Thomas, (NE)""",36.4,"35.8 - 38.2 (613)"
31173,"""Thurston, (NE)""",37.2,"35.8 - 38.2 (613)"
31175,"""Valley, (NE)""",37.2,"35.8 - 38.2 (613)"
31177,"""Washington, (NE)""",30.6,"18.7 - 32.7 (646)"
