"cnty_fips","display_name","Value","theme_range"
38023,"""Divide, (ND)""",38.6,"38.3 - 41.8 (622)"
38025,"""Dunn, (ND)""",33.5,"32.8 - 35.7 (637)"
38027,"""Eddy, (ND)""",37.6,"35.8 - 38.2 (613)"
38029,"""Emmons, (ND)""",39.4,"38.3 - 41.8 (622)"
38031,"""Foster, (ND)""",35.6,"32.8 - 35.7 (637)"
38033,"""Golden Valley, (ND)""",37.3,"35.8 - 38.2 (613)"
38035,"""Grand Forks, (ND)""",26.5,"18.7 - 32.7 (646)"
38037,"""Grant, (ND)""",42.1,"41.9 - 56.9 (624)"
38039,"""Griggs, (ND)""",39.9,"38.3 - 41.8 (622)"
38041,"""Hettinger, (ND)""",37.3,"35.8 - 38.2 (613)"
38043,"""Kidder, (ND)""",39.5,"38.3 - 41.8 (622)"
38045,"""LaMoure, (ND)""",40.4,"38.3 - 41.8 (622)"
38047,"""Logan, (ND)""",39.1,"38.3 - 41.8 (622)"
38049,"""McHenry, (ND)""",36.4,"35.8 - 38.2 (613)"
38051,"""McIntosh, (ND)""",41.1,"38.3 - 41.8 (622)"
38053,"""McKenzie, (ND)""",28.7,"18.7 - 32.7 (646)"
38055,"""McLean, (ND)""",36.5,"35.8 - 38.2 (613)"
38057,"""Mercer, (ND)""",35.7,"32.8 - 35.7 (637)"
38059,"""Morton, (ND)""",31.3,"18.7 - 32.7 (646)"
38061,"""Mountrail, (ND)""",30.7,"18.7 - 32.7 (646)"
38063,"""Nelson, (ND)""",38.3,"38.3 - 41.8 (622)"
38065,"""Oliver, (ND)""",35.7,"32.8 - 35.7 (637)"
38067,"""Pembina, (ND)""",36.5,"35.8 - 38.2 (613)"
38069,"""Pierce, (ND)""",38.3,"38.3 - 41.8 (622)"
38071,"""Ramsey, (ND)""",33.6,"32.8 - 35.7 (637)"
38073,"""Ransom, (ND)""",36.3,"35.8 - 38.2 (613)"
38075,"""Renville, (ND)""",35,"32.8 - 35.7 (637)"
38077,"""Richland, (ND)""",30.8,"18.7 - 32.7 (646)"
38079,"""Rolette, (ND)""",37.9,"35.8 - 38.2 (613)"
38081,"""Sargent, (ND)""",35.7,"32.8 - 35.7 (637)"
38083,"""Sheridan, (ND)""",43.8,"41.9 - 56.9 (624)"
38085,"""Sioux, (ND)""",37.5,"35.8 - 38.2 (613)"
38087,"""Slope, (ND)""",36.8,"35.8 - 38.2 (613)"
38089,"""Stark, (ND)""",30.7,"18.7 - 32.7 (646)"
38091,"""Steele, (ND)""",35.7,"32.8 - 35.7 (637)"
38093,"""Stutsman, (ND)""",34.3,"32.8 - 35.7 (637)"
38095,"""Towner, (ND)""",39.7,"38.3 - 41.8 (622)"
38097,"""Traill, (ND)""",34.6,"32.8 - 35.7 (637)"
38099,"""Walsh, (ND)""",36,"35.8 - 38.2 (613)"
38101,"""Ward, (ND)""",29.7,"18.7 - 32.7 (646)"
38103,"""Wells, (ND)""",39.3,"38.3 - 41.8 (622)"
38105,"""Williams, (ND)""",29.8,"18.7 - 32.7 (646)"
41001,"""Baker, (OR)""",36,"35.8 - 38.2 (613)"
41049,"""Morrow, (OR)""",33.1,"32.8 - 35.7 (637)"
41059,"""Umatilla, (OR)""",30.9,"18.7 - 32.7 (646)"
41061,"""Union, (OR)""",32.6,"18.7 - 32.7 (646)"
41063,"""Wallowa, (OR)""",36.7,"35.8 - 38.2 (613)"
46013,"""Brown, (SD)""",31.2,"18.7 - 32.7 (646)"
46019,"""Butte, (SD)""",34.7,"32.8 - 35.7 (637)"
46021,"""Campbell, (SD)""",37.1,"35.8 - 38.2 (613)"
46025,"""Clark, (SD)""",35.2,"32.8 - 35.7 (637)"
46029,"""Codington, (SD)""",29.8,"18.7 - 32.7 (646)"
46031,"""Corson, (SD)""",39.1,"38.3 - 41.8 (622)"
46037,"""Day, (SD)""",37.5,"35.8 - 38.2 (613)"
46039,"""Deuel, (SD)""",35.3,"32.8 - 35.7 (637)"
46041,"""Dewey, (SD)""",37.5,"35.8 - 38.2 (613)"
46045,"""Edmunds, (SD)""",33.9,"32.8 - 35.7 (637)"
46049,"""Faulk, (SD)""",35,"32.8 - 35.7 (637)"
46051,"""Grant, (SD)""",34.3,"32.8 - 35.7 (637)"
46057,"""Hamlin, (SD)""",30.6,"18.7 - 32.7 (646)"
46063,"""Harding, (SD)""",32.6,"18.7 - 32.7 (646)"
46089,"""McPherson, (SD)""",38.8,"38.3 - 41.8 (622)"
46091,"""Marshall, (SD)""",33.9,"32.8 - 35.7 (637)"
46105,"""Perkins, (SD)""",36.9,"35.8 - 38.2 (613)"
46107,"""Potter, (SD)""",36.9,"35.8 - 38.2 (613)"
46109,"""Roberts, (SD)""",36.9,"35.8 - 38.2 (613)"
46115,"""Spink, (SD)""",33.2,"32.8 - 35.7 (637)"
46119,"""Sully, (SD)""",34.3,"32.8 - 35.7 (637)"
46129,"""Walworth, (SD)""",35.1,"32.8 - 35.7 (637)"
46137,"""Ziebach, (SD)""",36.8,"35.8 - 38.2 (613)"
53001,"""Adams, (WA)""",31.5,"18.7 - 32.7 (646)"
53003,"""Asotin, (WA)""",36.3,"35.8 - 38.2 (613)"
53005,"""Benton, (WA)""",30.4,"18.7 - 32.7 (646)"
53013,"""Columbia, (WA)""",38.1,"35.8 - 38.2 (613)"
53017,"""Douglas, (WA)""",33,"32.8 - 35.7 (637)"
53019,"""Ferry, (WA)""",40.4,"38.3 - 41.8 (622)"
53021,"""Franklin, (WA)""",27.1,"18.7 - 32.7 (646)"
53023,"""Garfield, (WA)""",39.4,"38.3 - 41.8 (622)"
53025,"""Grant, (WA)""",31.2,"18.7 - 32.7 (646)"
53043,"""Lincoln, (WA)""",35.5,"32.8 - 35.7 (637)"
53051,"""Pend Oreille, (WA)""",39.7,"38.3 - 41.8 (622)"
53063,"""Spokane, (WA)""",29.8,"18.7 - 32.7 (646)"
53065,"""Stevens, (WA)""",36.6,"35.8 - 38.2 (613)"
53071,"""Walla Walla, (WA)""",29.4,"18.7 - 32.7 (646)"
53075,"""Whitman, (WA)""",22.3,"18.7 - 32.7 (646)"
56033,"""Sheridan, (WY)""",31.9,"18.7 - 32.7 (646)"
01003,"""Baldwin, (AL)""",38.9,"38.3 - 41.8 (622)"
01005,"""Barbour, (AL)""",50,"41.9 - 56.9 (624)"
01011,"""Bullock, (AL)""",50.8,"41.9 - 56.9 (624)"
01013,"""Butler, (AL)""",49.9,"41.9 - 56.9 (624)"
01023,"""Choctaw, (AL)""",51.5,"41.9 - 56.9 (624)"
01025,"""Clarke, (AL)""",49.1,"41.9 - 56.9 (624)"
01031,"""Coffee, (AL)""",41.4,"38.3 - 41.8 (622)"
01035,"""Conecuh, (AL)""",52.9,"41.9 - 56.9 (624)"
01039,"""Covington, (AL)""",43.3,"41.9 - 56.9 (624)"
01041,"""Crenshaw, (AL)""",45.4,"41.9 - 56.9 (624)"
01045,"""Dale, (AL)""",40.9,"38.3 - 41.8 (622)"
01053,"""Escambia, (AL)""",45.2,"41.9 - 56.9 (624)"
01061,"""Geneva, (AL)""",45.7,"41.9 - 56.9 (624)"
01067,"""Henry, (AL)""",47.2,"41.9 - 56.9 (624)"
01069,"""Houston, (AL)""",42.2,"41.9 - 56.9 (624)"
01097,"""Mobile, (AL)""",41.9,"41.9 - 56.9 (624)"
01099,"""Monroe, (AL)""",50.4,"41.9 - 56.9 (624)"
01109,"""Pike, (AL)""",37.5,"35.8 - 38.2 (613)"
01129,"""Washington, (AL)""",45.5,"41.9 - 56.9 (624)"
01131,"""Wilcox, (AL)""",53.6,"41.9 - 56.9 (624)"
12001,"""Alachua, (FL)""",30.7,"18.7 - 32.7 (646)"
12003,"""Baker, (FL)""",36.6,"35.8 - 38.2 (613)"
12005,"""Bay, (FL)""",36.8,"35.8 - 38.2 (613)"
12007,"""Bradford, (FL)""",40,"38.3 - 41.8 (622)"
12009,"""Brevard, (FL)""",38.6,"38.3 - 41.8 (622)"
12013,"""Calhoun, (FL)""",39.5,"38.3 - 41.8 (622)"
12015,"""Charlotte, (FL)""",43.9,"41.9 - 56.9 (624)"
12017,"""Citrus, (FL)""",45.5,"41.9 - 56.9 (624)"
12019,"""Clay, (FL)""",34.7,"32.8 - 35.7 (637)"
12021,"""Collier, (FL)""",38.5,"38.3 - 41.8 (622)"
12023,"""Columbia, (FL)""",41,"38.3 - 41.8 (622)"
12027,"""DeSoto, (FL)""",41.8,"38.3 - 41.8 (622)"
12029,"""Dixie, (FL)""",43.1,"41.9 - 56.9 (624)"
12031,"""Duval, (FL)""",34.3,"32.8 - 35.7 (637)"
12033,"""Escambia, (FL)""",35.6,"32.8 - 35.7 (637)"
12035,"""Flagler, (FL)""",40,"38.3 - 41.8 (622)"
12037,"""Franklin, (FL)""",40,"38.3 - 41.8 (622)"
12039,"""Gadsden, (FL)""",45.8,"41.9 - 56.9 (624)"
12041,"""Gilchrist, (FL)""",36.7,"35.8 - 38.2 (613)"
12043,"""Glades, (FL)""",44,"41.9 - 56.9 (624)"
12045,"""Gulf, (FL)""",40.4,"38.3 - 41.8 (622)"
12047,"""Hamilton, (FL)""",45.2,"41.9 - 56.9 (624)"
12049,"""Hardee, (FL)""",36.8,"35.8 - 38.2 (613)"
12051,"""Hendry, (FL)""",36.3,"35.8 - 38.2 (613)"
12053,"""Hernando, (FL)""",38.7,"38.3 - 41.8 (622)"
12055,"""Highlands, (FL)""",43.3,"41.9 - 56.9 (624)"
12057,"""Hillsborough, (FL)""",33.6,"32.8 - 35.7 (637)"
12059,"""Holmes, (FL)""",40.5,"38.3 - 41.8 (622)"
12061,"""Indian River, (FL)""",38.9,"38.3 - 41.8 (622)"
12063,"""Jackson, (FL)""",42.2,"41.9 - 56.9 (624)"
12065,"""Jefferson, (FL)""",43.5,"41.9 - 56.9 (624)"
12067,"""Lafayette, (FL)""",37.9,"35.8 - 38.2 (613)"
12069,"""Lake, (FL)""",39.1,"38.3 - 41.8 (622)"
12071,"""Lee, (FL)""",39.6,"38.3 - 41.8 (622)"
12073,"""Leon, (FL)""",29.1,"18.7 - 32.7 (646)"
12075,"""Levy, (FL)""",41.3,"38.3 - 41.8 (622)"
12077,"""Liberty, (FL)""",39.9,"38.3 - 41.8 (622)"
12079,"""Madison, (FL)""",44.1,"41.9 - 56.9 (624)"
12081,"""Manatee, (FL)""",39.6,"38.3 - 41.8 (622)"
12083,"""Marion, (FL)""",44.8,"41.9 - 56.9 (624)"
12087,"""Monroe, (FL)""",36,"35.8 - 38.2 (613)"
12089,"""Nassau, (FL)""",38.1,"35.8 - 38.2 (613)"
12091,"""Okaloosa, (FL)""",34.2,"32.8 - 35.7 (637)"
12093,"""Okeechobee, (FL)""",40,"38.3 - 41.8 (622)"
12095,"""Orange, (FL)""",31.3,"18.7 - 32.7 (646)"
12097,"""Osceola, (FL)""",34.8,"32.8 - 35.7 (637)"
12101,"""Pasco, (FL)""",37.2,"35.8 - 38.2 (613)"
12103,"""Pinellas, (FL)""",37.7,"35.8 - 38.2 (613)"
12105,"""Polk, (FL)""",39.2,"38.3 - 41.8 (622)"
12107,"""Putnam, (FL)""",45.7,"41.9 - 56.9 (624)"
12109,"""St. Johns, (FL)""",34.8,"32.8 - 35.7 (637)"
12113,"""Santa Rosa, (FL)""",33.9,"32.8 - 35.7 (637)"
12115,"""Sarasota, (FL)""",41.6,"38.3 - 41.8 (622)"
12117,"""Seminole, (FL)""",32.1,"18.7 - 32.7 (646)"
12119,"""Sumter, (FL)""",50.1,"41.9 - 56.9 (624)"
12121,"""Suwannee, (FL)""",40.5,"38.3 - 41.8 (622)"
12123,"""Taylor, (FL)""",39.6,"38.3 - 41.8 (622)"
12125,"""Union, (FL)""",40.8,"38.3 - 41.8 (622)"
12127,"""Volusia, (FL)""",39.2,"38.3 - 41.8 (622)"
12129,"""Wakulla, (FL)""",34.9,"32.8 - 35.7 (637)"
12131,"""Walton, (FL)""",39,"38.3 - 41.8 (622)"
12133,"""Washington, (FL)""",40.9,"38.3 - 41.8 (622)"
13001,"""Appling, (GA)""",39,"38.3 - 41.8 (622)"
13003,"""Atkinson, (GA)""",38.3,"38.3 - 41.8 (622)"
13005,"""Bacon, (GA)""",37.1,"35.8 - 38.2 (613)"
13007,"""Baker, (GA)""",44.2,"41.9 - 56.9 (624)"
13017,"""Ben Hill, (GA)""",42,"41.9 - 56.9 (624)"
13019,"""Berrien, (GA)""",37.1,"35.8 - 38.2 (613)"
13025,"""Brantley, (GA)""",37,"35.8 - 38.2 (613)"
13027,"""Brooks, (GA)""",41,"38.3 - 41.8 (622)"
13029,"""Bryan, (GA)""",30,"18.7 - 32.7 (646)"
13037,"""Calhoun, (GA)""",44.5,"41.9 - 56.9 (624)"
13039,"""Camden, (GA)""",30.7,"18.7 - 32.7 (646)"
13049,"""Charlton, (GA)""",38.8,"38.3 - 41.8 (622)"
13051,"""Chatham, (GA)""",35.3,"32.8 - 35.7 (637)"
13061,"""Clay, (GA)""",52.3,"41.9 - 56.9 (624)"
13065,"""Clinch, (GA)""",41.1,"38.3 - 41.8 (622)"
13069,"""Coffee, (GA)""",37,"35.8 - 38.2 (613)"
13071,"""Colquitt, (GA)""",37.8,"35.8 - 38.2 (613)"
13075,"""Cook, (GA)""",39.2,"38.3 - 41.8 (622)"
13081,"""Crisp, (GA)""",44.2,"41.9 - 56.9 (624)"
13087,"""Decatur, (GA)""",40.8,"38.3 - 41.8 (622)"
13095,"""Dougherty, (GA)""",43.5,"41.9 - 56.9 (624)"
13099,"""Early, (GA)""",44.2,"41.9 - 56.9 (624)"
13101,"""Echols, (GA)""",34.3,"32.8 - 35.7 (637)"
13127,"""Glynn, (GA)""",37,"35.8 - 38.2 (613)"
13131,"""Grady, (GA)""",39.6,"38.3 - 41.8 (622)"
13155,"""Irwin, (GA)""",40.1,"38.3 - 41.8 (622)"
13161,"""Jeff Davis, (GA)""",37.7,"35.8 - 38.2 (613)"
13173,"""Lanier, (GA)""",36.3,"35.8 - 38.2 (613)"
13177,"""Lee, (GA)""",32.1,"18.7 - 32.7 (646)"
13179,"""Liberty, (GA)""",31.1,"18.7 - 32.7 (646)"
13183,"""Long, (GA)""",33.5,"32.8 - 35.7 (637)"
13185,"""Lowndes, (GA)""",32.7,"18.7 - 32.7 (646)"
13191,"""McIntosh, (GA)""",43.5,"41.9 - 56.9 (624)"
13201,"""Miller, (GA)""",41.4,"38.3 - 41.8 (622)"
13205,"""Mitchell, (GA)""",41.6,"38.3 - 41.8 (622)"
13229,"""Pierce, (GA)""",36.4,"35.8 - 38.2 (613)"
13239,"""Quitman, (GA)""",50.5,"41.9 - 56.9 (624)"
13243,"""Randolph, (GA)""",48.6,"41.9 - 56.9 (624)"
13253,"""Seminole, (GA)""",43.3,"41.9 - 56.9 (624)"
13259,"""Stewart, (GA)""",40.1,"38.3 - 41.8 (622)"
13261,"""Sumter, (GA)""",41.3,"38.3 - 41.8 (622)"
13267,"""Tattnall, (GA)""",37.9,"35.8 - 38.2 (613)"
13271,"""Telfair, (GA)""",41.7,"38.3 - 41.8 (622)"
13273,"""Terrell, (GA)""",46.2,"41.9 - 56.9 (624)"
13275,"""Thomas, (GA)""",38.3,"38.3 - 41.8 (622)"
13277,"""Tift, (GA)""",36.5,"35.8 - 38.2 (613)"
13287,"""Turner, (GA)""",40.9,"38.3 - 41.8 (622)"
13299,"""Ware, (GA)""",38.5,"38.3 - 41.8 (622)"
13305,"""Wayne, (GA)""",36.6,"35.8 - 38.2 (613)"
13307,"""Webster, (GA)""",44.8,"41.9 - 56.9 (624)"
13309,"""Wheeler, (GA)""",41,"38.3 - 41.8 (622)"
13315,"""Wilcox, (GA)""",40.3,"38.3 - 41.8 (622)"
13321,"""Worth, (GA)""",41,"38.3 - 41.8 (622)"
22001,"""Acadia, (LA)""",40.5,"38.3 - 41.8 (622)"
22003,"""Allen, (LA)""",40.6,"38.3 - 41.8 (622)"
22005,"""Ascension, (LA)""",35.9,"35.8 - 38.2 (613)"
22007,"""Assumption, (LA)""",44.3,"41.9 - 56.9 (624)"
22009,"""Avoyelles, (LA)""",46,"41.9 - 56.9 (624)"
22011,"""Beauregard, (LA)""",40.5,"38.3 - 41.8 (622)"
22019,"""Calcasieu, (LA)""",38.8,"38.3 - 41.8 (622)"
22021,"""Caldwell, (LA)""",43.2,"41.9 - 56.9 (624)"
22023,"""Cameron, (LA)""",38.9,"38.3 - 41.8 (622)"
22025,"""Catahoula, (LA)""",44.1,"41.9 - 56.9 (624)"
22029,"""Concordia, (LA)""",46.6,"41.9 - 56.9 (624)"
22033,"""East Baton Rouge, (LA)""",39.3,"38.3 - 41.8 (622)"
22037,"""East Feliciana, (LA)""",44.2,"41.9 - 56.9 (624)"
22039,"""Evangeline, (LA)""",42.3,"41.9 - 56.9 (624)"
22043,"""Grant, (LA)""",39,"38.3 - 41.8 (622)"
22045,"""Iberia, (LA)""",41.1,"38.3 - 41.8 (622)"
22047,"""Iberville, (LA)""",43.4,"41.9 - 56.9 (624)"
22051,"""Jefferson, (LA)""",39.9,"38.3 - 41.8 (622)"
22053,"""Jefferson Davis, (LA)""",39.9,"38.3 - 41.8 (622)"
22055,"""Lafayette, (LA)""",34.7,"32.8 - 35.7 (637)"
22057,"""Lafourche, (LA)""",38.5,"38.3 - 41.8 (622)"
22059,"""La Salle, (LA)""",41.3,"38.3 - 41.8 (622)"
22063,"""Livingston, (LA)""",35.8,"35.8 - 38.2 (613)"
22069,"""Natchitoches, (LA)""",42.6,"41.9 - 56.9 (624)"
22071,"""Orleans, (LA)""",41.1,"38.3 - 41.8 (622)"
22075,"""Plaquemines, (LA)""",38.9,"38.3 - 41.8 (622)"
22077,"""Pointe Coupee, (LA)""",44.6,"41.9 - 56.9 (624)"
22079,"""Rapides, (LA)""",42.3,"41.9 - 56.9 (624)"
22081,"""Red River, (LA)""",46.3,"41.9 - 56.9 (624)"
22085,"""Sabine, (LA)""",42.7,"41.9 - 56.9 (624)"
22087,"""St. Bernard, (LA)""",37.7,"35.8 - 38.2 (613)"
22089,"""St. Charles, (LA)""",37.6,"35.8 - 38.2 (613)"
22091,"""St. Helena, (LA)""",48,"41.9 - 56.9 (624)"
22093,"""St. James, (LA)""",44.4,"41.9 - 56.9 (624)"
22095,"""St. John the Baptist, (LA)""",43.7,"41.9 - 56.9 (624)"
22097,"""St. Landry, (LA)""",45.3,"41.9 - 56.9 (624)"
22099,"""St. Martin, (LA)""",39.8,"38.3 - 41.8 (622)"
22101,"""St. Mary, (LA)""",44.5,"41.9 - 56.9 (624)"
22103,"""St. Tammany, (LA)""",38.8,"38.3 - 41.8 (622)"
22105,"""Tangipahoa, (LA)""",39.2,"38.3 - 41.8 (622)"
22107,"""Tensas, (LA)""",56.9,"41.9 - 56.9 (624)"
22109,"""Terrebonne, (LA)""",37.8,"35.8 - 38.2 (613)"
22113,"""Vermilion, (LA)""",38.9,"38.3 - 41.8 (622)"
22115,"""Vernon, (LA)""",34.2,"32.8 - 35.7 (637)"
22117,"""Washington, (LA)""",45.8,"41.9 - 56.9 (624)"
22121,"""West Baton Rouge, (LA)""",40.1,"38.3 - 41.8 (622)"
22125,"""West Feliciana, (LA)""",45,"41.9 - 56.9 (624)"
22127,"""Winn, (LA)""",45.1,"41.9 - 56.9 (624)"
28001,"""Adams, (MS)""",48.2,"41.9 - 56.9 (624)"
28005,"""Amite, (MS)""",48.5,"41.9 - 56.9 (624)"
28021,"""Claiborne, (MS)""",49.3,"41.9 - 56.9 (624)"
28023,"""Clarke, (MS)""",45.8,"41.9 - 56.9 (624)"
28029,"""Copiah, (MS)""",46.9,"41.9 - 56.9 (624)"
28031,"""Covington, (MS)""",44.9,"41.9 - 56.9 (624)"
28035,"""Forrest, (MS)""",37,"35.8 - 38.2 (613)"
28037,"""Franklin, (MS)""",45.3,"41.9 - 56.9 (624)"
28039,"""George, (MS)""",37.3,"35.8 - 38.2 (613)"
28041,"""Greene, (MS)""",39.9,"38.3 - 41.8 (622)"
28045,"""Hancock, (MS)""",40.6,"38.3 - 41.8 (622)"
28047,"""Harrison, (MS)""",39.4,"38.3 - 41.8 (622)"
28059,"""Jackson, (MS)""",38.9,"38.3 - 41.8 (622)"
28061,"""Jasper, (MS)""",49.4,"41.9 - 56.9 (624)"
28063,"""Jefferson, (MS)""",55.4,"41.9 - 56.9 (624)"
28065,"""Jefferson Davis, (MS)""",52.7,"41.9 - 56.9 (624)"
28067,"""Jones, (MS)""",43.5,"41.9 - 56.9 (624)"
28073,"""Lamar, (MS)""",35.7,"32.8 - 35.7 (637)"
28077,"""Lawrence, (MS)""",45.1,"41.9 - 56.9 (624)"
28085,"""Lincoln, (MS)""",42.6,"41.9 - 56.9 (624)"
28091,"""Marion, (MS)""",46.3,"41.9 - 56.9 (624)"
28109,"""Pearl River, (MS)""",42.1,"41.9 - 56.9 (624)"
28111,"""Perry, (MS)""",44,"41.9 - 56.9 (624)"
28113,"""Pike, (MS)""",47.4,"41.9 - 56.9 (624)"
28127,"""Simpson, (MS)""",46.4,"41.9 - 56.9 (624)"
28129,"""Smith, (MS)""",44,"41.9 - 56.9 (624)"
28131,"""Stone, (MS)""",39.7,"38.3 - 41.8 (622)"
28147,"""Walthall, (MS)""",49,"41.9 - 56.9 (624)"
28153,"""Wayne, (MS)""",44.4,"41.9 - 56.9 (624)"
28157,"""Wilkinson, (MS)""",51.2,"41.9 - 56.9 (624)"
01007,"""Bibb, (AL)""",43.6,"41.9 - 56.9 (624)"
01033,"""Colbert, (AL)""",44.1,"41.9 - 56.9 (624)"
01057,"""Fayette, (AL)""",44.4,"41.9 - 56.9 (624)"
01059,"""Franklin, (AL)""",43.4,"41.9 - 56.9 (624)"
01063,"""Greene, (AL)""",56.9,"41.9 - 56.9 (624)"
01065,"""Hale, (AL)""",51.4,"41.9 - 56.9 (624)"
01075,"""Lamar, (AL)""",46.4,"41.9 - 56.9 (624)"
01077,"""Lauderdale, (AL)""",39.9,"38.3 - 41.8 (622)"
01079,"""Lawrence, (AL)""",44.5,"41.9 - 56.9 (624)"
01091,"""Marengo, (AL)""",49.5,"41.9 - 56.9 (624)"
01093,"""Marion, (AL)""",45.8,"41.9 - 56.9 (624)"
01105,"""Perry, (AL)""",51.7,"41.9 - 56.9 (624)"
01107,"""Pickens, (AL)""",47,"41.9 - 56.9 (624)"
01119,"""Sumter, (AL)""",50,"41.9 - 56.9 (624)"
01125,"""Tuscaloosa, (AL)""",37.2,"35.8 - 38.2 (613)"
01127,"""Walker, (AL)""",44.3,"41.9 - 56.9 (624)"
01133,"""Winston, (AL)""",45.3,"41.9 - 56.9 (624)"
05001,"""Arkansas, (AR)""",44.2,"41.9 - 56.9 (624)"
05003,"""Ashley, (AR)""",44.8,"41.9 - 56.9 (624)"
05005,"""Baxter, (AR)""",44,"41.9 - 56.9 (624)"
05009,"""Boone, (AR)""",39.9,"38.3 - 41.8 (622)"
05011,"""Bradley, (AR)""",45.8,"41.9 - 56.9 (624)"
05013,"""Calhoun, (AR)""",44.9,"41.9 - 56.9 (624)"
05015,"""Carroll, (AR)""",41.4,"38.3 - 41.8 (622)"
05017,"""Chicot, (AR)""",50.7,"41.9 - 56.9 (624)"
05019,"""Clark, (AR)""",37,"35.8 - 38.2 (613)"
05021,"""Clay, (AR)""",43,"41.9 - 56.9 (624)"
05023,"""Cleburne, (AR)""",44,"41.9 - 56.9 (624)"
05025,"""Cleveland, (AR)""",42.6,"41.9 - 56.9 (624)"
05027,"""Columbia, (AR)""",42,"41.9 - 56.9 (624)"
05029,"""Conway, (AR)""",41.6,"38.3 - 41.8 (622)"
05031,"""Craighead, (AR)""",35.5,"32.8 - 35.7 (637)"
05035,"""Crittenden, (AR)""",44,"41.9 - 56.9 (624)"
05037,"""Cross, (AR)""",43.9,"41.9 - 56.9 (624)"
05039,"""Dallas, (AR)""",48.9,"41.9 - 56.9 (624)"
05041,"""Desha, (AR)""",49.5,"41.9 - 56.9 (624)"
05043,"""Drew, (AR)""",41.9,"41.9 - 56.9 (624)"
05045,"""Faulkner, (AR)""",33.2,"32.8 - 35.7 (637)"
05049,"""Fulton, (AR)""",45.3,"41.9 - 56.9 (624)"
05051,"""Garland, (AR)""",42,"41.9 - 56.9 (624)"
05053,"""Grant, (AR)""",38.2,"35.8 - 38.2 (613)"
05055,"""Greene, (AR)""",36.6,"35.8 - 38.2 (613)"
05059,"""Hot Spring, (AR)""",41.9,"41.9 - 56.9 (624)"
05063,"""Independence, (AR)""",40.1,"38.3 - 41.8 (622)"
05065,"""Izard, (AR)""",45.4,"41.9 - 56.9 (624)"
05067,"""Jackson, (AR)""",43,"41.9 - 56.9 (624)"
05069,"""Jefferson, (AR)""",48.4,"41.9 - 56.9 (624)"
05071,"""Johnson, (AR)""",39.4,"38.3 - 41.8 (622)"
05073,"""Lafayette, (AR)""",49,"41.9 - 56.9 (624)"
05075,"""Lawrence, (AR)""",41.6,"38.3 - 41.8 (622)"
05077,"""Lee, (AR)""",49.9,"41.9 - 56.9 (624)"
05079,"""Lincoln, (AR)""",41.6,"38.3 - 41.8 (622)"
05085,"""Lonoke, (AR)""",35.8,"35.8 - 38.2 (613)"
05089,"""Marion, (AR)""",46,"41.9 - 56.9 (624)"
05093,"""Mississippi, (AR)""",44,"41.9 - 56.9 (624)"
05095,"""Monroe, (AR)""",50.7,"41.9 - 56.9 (624)"
05097,"""Montgomery, (AR)""",46.2,"41.9 - 56.9 (624)"
05099,"""Nevada, (AR)""",46.7,"41.9 - 56.9 (624)"
05101,"""Newton, (AR)""",45.7,"41.9 - 56.9 (624)"
05103,"""Ouachita, (AR)""",48.3,"41.9 - 56.9 (624)"
05105,"""Perry, (AR)""",41.7,"38.3 - 41.8 (622)"
05107,"""Phillips, (AR)""",51.8,"41.9 - 56.9 (624)"
05109,"""Pike, (AR)""",42.9,"41.9 - 56.9 (624)"
05111,"""Poinsett, (AR)""",42.4,"41.9 - 56.9 (624)"
05115,"""Pope, (AR)""",37.9,"35.8 - 38.2 (613)"
05117,"""Prairie, (AR)""",45.5,"41.9 - 56.9 (624)"
05119,"""Pulaski, (AR)""",39.8,"38.3 - 41.8 (622)"
05121,"""Randolph, (AR)""",42.4,"41.9 - 56.9 (624)"
05123,"""St. Francis, (AR)""",45,"41.9 - 56.9 (624)"
05125,"""Saline, (AR)""",36,"35.8 - 38.2 (613)"
05129,"""Searcy, (AR)""",44.6,"41.9 - 56.9 (624)"
05135,"""Sharp, (AR)""",46.9,"41.9 - 56.9 (624)"
05137,"""Stone, (AR)""",47.1,"41.9 - 56.9 (624)"
05139,"""Union, (AR)""",43,"41.9 - 56.9 (624)"
05141,"""Van Buren, (AR)""",45.1,"41.9 - 56.9 (624)"
05145,"""White, (AR)""",36.2,"35.8 - 38.2 (613)"
05147,"""Woodruff, (AR)""",47.9,"41.9 - 56.9 (624)"
05149,"""Yell, (AR)""",41.2,"38.3 - 41.8 (622)"
17003,"""Alexander, (IL)""",47.6,"41.9 - 56.9 (624)"
17055,"""Franklin, (IL)""",38.5,"38.3 - 41.8 (622)"
17059,"""Gallatin, (IL)""",39.7,"38.3 - 41.8 (622)"
17065,"""Hamilton, (IL)""",37.9,"35.8 - 38.2 (613)"
17069,"""Hardin, (IL)""",42.5,"41.9 - 56.9 (624)"
17077,"""Jackson, (IL)""",31.7,"18.7 - 32.7 (646)"
17081,"""Jefferson, (IL)""",37.6,"35.8 - 38.2 (613)"
17087,"""Johnson, (IL)""",37.9,"35.8 - 38.2 (613)"
17127,"""Massac, (IL)""",39.3,"38.3 - 41.8 (622)"
17133,"""Monroe, (IL)""",32.8,"32.8 - 35.7 (637)"
17145,"""Perry, (IL)""",36.4,"35.8 - 38.2 (613)"
17151,"""Pope, (IL)""",39.7,"38.3 - 41.8 (622)"
